month,borough,day_type,trip_type,route_id,period,total_mileage,total_operating_time,average_speed
2021-04-01,Brooklyn,2,SBS,B44+,Peak,3241.341,328,9.876199
2021-05-01,Brooklyn,1,LCL/LTD,B44+,Off-Peak,253.44899,28,8.945084
2021-05-01,Brooklyn,1,SBS,B44+,Off-Peak,24782.316,2795,8.863894
2021-05-01,Brooklyn,1,SBS,B44+,Peak,13846.887,1617,8.559563
2021-05-01,Brooklyn,2,SBS,B44+,Off-Peak,8512.7295,894,9.516689
2021-05-01,Brooklyn,2,SBS,B44+,Peak,4058.51,410,9.881606
2021-06-01,Brooklyn,1,LCL/LTD,B44+,Off-Peak,229.31099,26,8.500171
2021-06-01,Brooklyn,1,SBS,B44+,Off-Peak,27246.148,3099,8.790255
2021-06-01,Brooklyn,1,SBS,B44+,Peak,15158.207,1772,8.549722
2021-06-01,Brooklyn,2,SBS,B44+,Off-Peak,6768.987,731,9.2582855
2021-06-01,Brooklyn,2,SBS,B44+,Peak,3214.12,330,9.724132
2021-07-01,Brooklyn,1,SBS,B44+,Off-Peak,26682.271,2963,9.00284
2021-07-01,Brooklyn,1,SBS,B44+,Peak,13062.174,1490,8.761147
2021-07-01,Brooklyn,2,SBS,B44+,Off-Peak,9143.514,950,9.622343
2021-07-01,Brooklyn,2,SBS,B44+,Peak,4362.102,438,9.937784
2021-08-01,Brooklyn,1,SBS,B44+,Off-Peak,26927.244,3055,8.812234
2021-08-01,Brooklyn,1,SBS,B44+,Peak,13186.167,1512,8.72065
2021-08-01,Brooklyn,2,SBS,B44+,Off-Peak,8262.587,874,9.450607
2021-08-01,Brooklyn,2,SBS,B44+,Peak,3908.9521,402,9.715557
2021-09-01,Brooklyn,1,LCL/LTD,B44+,Off-Peak,164.943,20,8.1412
2021-09-01,Brooklyn,1,SBS,B44+,Off-Peak,25311.55,2890,8.7557335
2021-09-01,Brooklyn,1,SBS,B44+,Peak,13702.263,1624,8.435466
2021-09-01,Brooklyn,2,SBS,B44+,Off-Peak,7593.7,844,8.988191
2021-09-01,Brooklyn,2,SBS,B44+,Peak,3453.635,368,9.373861
2021-10-01,Brooklyn,1,LCL/LTD,B44+,Off-Peak,269.541,33,8.063183
2021-10-01,Brooklyn,1,SBS,B44+,Off-Peak,25557.508,3019,8.464773
2021-10-01,Brooklyn,1,SBS,B44+,Peak,14090.694,1762,7.996584
2021-10-01,Brooklyn,2,SBS,B44+,Off-Peak,9009.595,975,9.23295
2021-10-01,Brooklyn,2,SBS,B44+,Peak,4244.379,453,9.3678875
2021-11-01,Brooklyn,1,LCL/LTD,B44+,Off-Peak,237.357,28,8.308071
2021-11-01,Brooklyn,1,SBS,B44+,Off-Peak,25483.965,2980,8.549631
2021-11-01,Brooklyn,1,SBS,B44+,Peak,13982.129,1741,8.029508
2021-11-01,Brooklyn,2,SBS,B44+,Off-Peak,7936.565,854,9.283057
2021-11-01,Brooklyn,2,SBS,B44+,Peak,3849.274,401,9.596873
2021-12-01,Brooklyn,1,LCL/LTD,B44+,Off-Peak,225.288,27,8.118324
2021-12-01,Brooklyn,1,SBS,B44+,Off-Peak,26729.984,3043,8.78271
2021-12-01,Brooklyn,1,SBS,B44+,Peak,14537.976,1744,8.335955
2021-12-01,Brooklyn,2,SBS,B44+,Off-Peak,8128.366,861,9.4394655
2021-12-01,Brooklyn,2,SBS,B44+,Peak,3769.845,390,9.648416
2022-01-01,Brooklyn,1,LCL/LTD,B44+,Off-Peak,249.426,29,8.483638
2022-01-01,Brooklyn,1,SBS,B44+,Off-Peak,21779.4,2476,8.795345
2022-01-01,Brooklyn,1,SBS,B44+,Peak,12268.504,1491,8.223331
2022-01-01,Brooklyn,2,SBS,B44+,Off-Peak,8533.07,904,9.438596
2022-01-01,Brooklyn,2,SBS,B44+,Peak,4082.468,428,9.534355
2022-02-01,Brooklyn,1,LCL/LTD,B44+,Off-Peak,181.03499,21,8.319093
2022-02-01,Brooklyn,1,SBS,B44+,Off-Peak,22406.56,2586,8.664486
2022-02-01,Brooklyn,1,SBS,B44+,Peak,12268.406,1520,8.0703535
2022-02-01,Brooklyn,2,SBS,B44+,Off-Peak,8181.463,867,9.434764
2022-02-01,Brooklyn,2,SBS,B44+,Peak,3812.4,393,9.689792
2022-03-01,Brooklyn,1,LCL/LTD,B44+,Off-Peak,341.955,40,8.431017
2022-03-01,Brooklyn,1,SBS,B44+,Off-Peak,28753.008,3306,8.6946745
2022-03-01,Brooklyn,1,SBS,B44+,Peak,16377.649,1976,8.285782
2022-03-01,Brooklyn,2,SBS,B44+,Off-Peak,7508.83,795,9.4382925
2022-03-01,Brooklyn,2,SBS,B44+,Peak,3387.531,348,9.71606
2022-04-01,Brooklyn,1,LCL/LTD,B44+,Off-Peak,237.357,29,8.132609
2022-04-01,Brooklyn,1,SBS,B44+,Off-Peak,26151.143,2971,8.800084
2022-04-01,Brooklyn,1,SBS,B44+,Peak,14113.639,1656,8.51777
2022-04-01,Brooklyn,2,SBS,B44+,Off-Peak,8127.332,875,9.278053
2022-04-01,Brooklyn,2,SBS,B44+,Peak,3790.899,389,9.744985
2022-05-01,Brooklyn,1,LCL/LTD,B44+,Off-Peak,277.587,35,7.8608093
2022-05-01,Brooklyn,1,SBS,B44+,Off-Peak,25398.537,2931,8.664757
2022-05-01,Brooklyn,1,SBS,B44+,Peak,14393.296,1749,8.225269
2022-05-01,Brooklyn,2,SBS,B44+,Off-Peak,8651.538,939,9.208981
2022-05-01,Brooklyn,2,SBS,B44+,Peak,4030.067,420,9.591681
2022-06-01,Brooklyn,1,LCL/LTD,B44+,Off-Peak,241.38,29,8.111417
2022-06-01,Brooklyn,1,SBS,B44+,Off-Peak,27386.34,3170,8.63695
2022-06-01,Brooklyn,1,SBS,B44+,Peak,14769.349,1746,8.4545765
2022-06-01,Brooklyn,2,SBS,B44+,Off-Peak,7325.023,795,9.208289
2022-06-01,Brooklyn,2,SBS,B44+,Peak,3274.465,341,9.58479
2022-07-01,Brooklyn,1,SBS,B44+,Off-Peak,25833.604,2869,9.00403
2022-07-01,Brooklyn,1,SBS,B44+,Peak,12744.84,1428,8.921074
2022-07-01,Brooklyn,2,SBS,B44+,Off-Peak,10489.065,1083,9.681258
2022-07-01,Brooklyn,2,SBS,B44+,Peak,4875.727,489,9.963884
2022-08-01,Brooklyn,1,SBS,B44+,Off-Peak,27270.48,3034,8.987453
2022-08-01,Brooklyn,1,SBS,B44+,Peak,13255.34,1484,8.930034
2022-08-01,Brooklyn,2,SBS,B44+,Off-Peak,7024.6353,742,9.459029
2022-08-01,Brooklyn,2,SBS,B44+,Peak,3200.27,328,9.736332
2022-09-01,Brooklyn,1,LCL/LTD,B44+,Off-Peak,209.196,27,7.6330333
2022-09-01,Brooklyn,1,SBS,B44+,Off-Peak,21581.395,2567,8.404117
2022-09-01,Brooklyn,1,SBS,B44+,Peak,12110.031,1506,8.035979
2022-09-01,Brooklyn,2,SBS,B44+,Off-Peak,6425.609,717,8.961398
2022-09-01,Brooklyn,2,SBS,B44+,Peak,2961.885,314,9.40587
2022-10-01,Brooklyn,1,LCL/LTD,B44+,Off-Peak,265.518,33,7.8239264
2022-10-01,Brooklyn,1,SBS,B44+,Off-Peak,23956.47,2774,8.635296
2022-10-01,Brooklyn,1,SBS,B44+,Peak,13380.674,1639,8.1633835
2022-10-01,Brooklyn,2,SBS,B44+,Off-Peak,8925.6875,984,9.068301
2022-10-01,Brooklyn,2,SBS,B44+,Peak,3996.968,429,9.295497
2022-11-01,Brooklyn,1,LCL/LTD,B44+,Off-Peak,253.449,32,7.838561
2022-11-01,Brooklyn,1,SBS,B44+,Off-Peak,22576.287,2641,8.54562
2022-11-01,Brooklyn,1,SBS,B44+,Peak,12481.659,1550,8.050447
2022-11-01,Brooklyn,2,SBS,B44+,Off-Peak,8605.034,944,9.109873
2022-11-01,Brooklyn,2,SBS,B44+,Peak,3922.54,420,9.337077
2022-12-01,Brooklyn,1,LCL/LTD,B44+,Off-Peak,229.31099,29,7.6508555
2022-12-01,Brooklyn,1,SBS,B44+,Off-Peak,24086.613,2797,8.609923
2022-12-01,Brooklyn,1,SBS,B44+,Peak,13290.637,1610,8.250811
2022-12-01,Brooklyn,2,SBS,B44+,Off-Peak,9286.623,989,9.384379
2022-12-01,Brooklyn,2,SBS,B44+,Peak,4025.027,422,9.537313
2023-01-01,Brooklyn,1,LCL/LTD,B44+,Off-Peak,293.679,35,8.196646
2023-01-01,Brooklyn,1,SBS,B44+,Off-Peak,24374.23,2753,8.850539
2023-01-01,Brooklyn,1,SBS,B44+,Peak,13921.579,1662,8.375817
2023-01-01,Brooklyn,2,SBS,B44+,Off-Peak,10237.387,1070,9.561756
2023-01-01,Brooklyn,2,SBS,B44+,Peak,5014.419,518,9.672119
2023-02-01,Brooklyn,1,LCL/LTD,B44+,Off-Peak,225.288,27,8.120275
2023-02-01,Brooklyn,1,SBS,B44+,Off-Peak,23494.91,2683,8.755666
2023-02-01,Brooklyn,1,SBS,B44+,Peak,12859.683,1540,8.349035
2023-02-01,Brooklyn,2,SBS,B44+,Off-Peak,8439.337,883,9.555453
2023-02-01,Brooklyn,2,SBS,B44+,Peak,3955.777,407,9.696779
2023-03-01,Brooklyn,1,LCL/LTD,B44+,Off-Peak,333.909,40,8.150362
2023-03-01,Brooklyn,1,SBS,B44+,Off-Peak,27870.518,3235,8.614764
2023-03-01,Brooklyn,1,SBS,B44+,Peak,15573.821,1888,8.246972
2023-03-01,Brooklyn,2,SBS,B44+,Off-Peak,7313.558,789,9.259576
2023-03-01,Brooklyn,2,SBS,B44+,Peak,3414.5361,356,9.566909
2023-04-01,Brooklyn,1,LCL/LTD,B44+,Off-Peak,156.897,19,8.204361
2023-04-01,Brooklyn,1,SBS,B44+,Off-Peak,24476.49,2730,8.964727
2023-04-01,Brooklyn,1,SBS,B44+,Peak,13116.168,1514,8.6576395
2023-04-01,Brooklyn,2,SBS,B44+,Off-Peak,8406.353,916,9.172418
2023-04-01,Brooklyn,2,SBS,B44+,Peak,4131.638,435,9.497751
2023-05-01,Brooklyn,1,LCL/LTD,B44+,Off-Peak,317.817,38,8.223895
2023-05-01,Brooklyn,1,SBS,B44+,Off-Peak,25896.709,2996,8.642798
2023-05-01,Brooklyn,1,SBS,B44+,Peak,14764.6,1778,8.302325
2023-05-01,Brooklyn,2,SBS,B44+,Off-Peak,7178.807,797,9.006649
2023-05-01,Brooklyn,2,SBS,B44+,Peak,3625.073,385,9.410227
2023-06-01,Brooklyn,1,LCL/LTD,B44+,Off-Peak,241.37999,30,7.9576554
2023-06-01,Brooklyn,1,SBS,B44+,Off-Peak,26430.604,3031,8.717964
2023-06-01,Brooklyn,1,SBS,B44+,Peak,14391.433,1694,8.494884
2023-06-01,Brooklyn,2,SBS,B44+,Off-Peak,6828.455,754,9.051541
2023-06-01,Brooklyn,2,SBS,B44+,Peak,3323.275,352,9.4372425
2023-07-01,Brooklyn,1,SBS,B44+,Off-Peak,24912.53,2756,9.036433
2023-07-01,Brooklyn,1,SBS,B44+,Peak,12456.19,1426,8.732859
2023-07-01,Brooklyn,2,SBS,B44+,Off-Peak,10061.095,1061,9.475907
2023-07-01,Brooklyn,2,SBS,B44+,Peak,4778.231,488,9.771839
2023-08-01,Brooklyn,1,SBS,B44+,Off-Peak,27811.666,3121,8.909624
2023-08-01,Brooklyn,1,SBS,B44+,Peak,13613.637,1568,8.678488
2023-08-01,Brooklyn,2,SBS,B44+,Off-Peak,6733.5312,726,9.262514
2023-08-01,Brooklyn,2,SBS,B44+,Peak,3341.04,349,9.558649
2023-09-01,Brooklyn,1,LCL/LTD,B44+,Off-Peak,201.15,26,7.708865
2023-09-01,Brooklyn,1,SBS,B44+,Off-Peak,21215.586,2537,8.361867
2023-09-01,Brooklyn,1,SBS,B44+,Peak,11404.253,1421,8.021509
2023-09-01,Brooklyn,2,SBS,B44+,Off-Peak,7320.39,808,9.052022
2023-09-01,Brooklyn,2,SBS,B44+,Peak,3568.814,384,9.292106
2023-10-01,Brooklyn,1,LCL/LTD,B44+,Off-Peak,293.679,36,7.960758
2023-10-01,Brooklyn,1,SBS,B44+,Off-Peak,25901.127,3022,8.568972
2023-10-01,Brooklyn,1,SBS,B44+,Peak,14665.885,1798,8.15488
2023-10-01,Brooklyn,2,SBS,B44+,Off-Peak,7130.261,792,8.993443
2023-10-01,Brooklyn,2,SBS,B44+,Peak,3515.212,378,9.278924
2023-11-01,Brooklyn,1,LCL/LTD,B44+,Off-Peak,269.541,34,7.8421426
2023-11-01,Brooklyn,1,SBS,B44+,Off-Peak,24144.072,2818,8.565212
2023-11-01,Brooklyn,1,SBS,B44+,Peak,13604.589,1681,8.0922575
2023-11-01,Brooklyn,2,SBS,B44+,Off-Peak,7468.501,813,9.175971
2023-11-01,Brooklyn,2,SBS,B44+,Peak,3513.535,373,9.403824
2023-12-01,Brooklyn,1,LCL/LTD,B44+,Off-Peak,229.311,28,7.9273977
2023-12-01,Brooklyn,1,SBS,B44+,Off-Peak,23641.818,2732,8.6535015
2023-12-01,Brooklyn,1,SBS,B44+,Peak,12626.096,1527,8.267712
2023-12-01,Brooklyn,2,SBS,B44+,Off-Peak,8819.012,948,9.299453
2023-12-01,Brooklyn,2,SBS,B44+,Peak,4269.616,450,9.46971
2024-01-01,Brooklyn,1,LCL/LTD,B44+,Off-Peak,305.748,36,8.299536
2024-01-01,Brooklyn,1,SBS,B44+,Off-Peak,24714.984,2848,8.676522
2024-01-01,Brooklyn,1,SBS,B44+,Peak,14002.607,1709,8.193019
2024-01-01,Brooklyn,2,SBS,B44+,Off-Peak,8975.39,948,9.458479
2024-01-01,Brooklyn,2,SBS,B44+,Peak,4300.809,444,9.674517
2024-02-01,Brooklyn,1,LCL/LTD,B44+,Off-Peak,225.288,29,7.768403
2024-02-01,Brooklyn,1,SBS,B44+,Off-Peak,22975.918,2612,8.79508
2024-02-01,Brooklyn,1,SBS,B44+,Peak,13004.253,1565,8.306879
2024-02-01,Brooklyn,2,SBS,B44+,Off-Peak,7374.679,787,9.367408
2024-02-01,Brooklyn,2,SBS,B44+,Peak,3588.791,379,9.450667
2024-03-01,Brooklyn,1,LCL/LTD,B44+,Off-Peak,289.656,35,8.054452
2024-03-01,Brooklyn,1,SBS,B44+,Off-Peak,24858.277,2896,8.58103
2024-03-01,Brooklyn,1,SBS,B44+,Peak,14271.621,1745,8.177396
2024-03-01,Brooklyn,2,SBS,B44+,Off-Peak,8335.29,913,9.121958
2024-03-01,Brooklyn,2,SBS,B44+,Peak,3992.391,424,9.412341
2024-04-01,Brooklyn,1,LCL/LTD,B44+,Off-Peak,181.035,23,7.6204767
2024-04-01,Brooklyn,1,SBS,B44+,Off-Peak,25591.797,2933,8.723164
2024-04-01,Brooklyn,1,SBS,B44+,Peak,13475.113,1606,8.389116
2024-04-01,Brooklyn,2,SBS,B44+,Off-Peak,6584.586,723,9.101213
2024-04-01,Brooklyn,2,SBS,B44+,Peak,3272.772,347,9.418064
2024-05-01,Brooklyn,1,LCL/LTD,B44+,Off-Peak,309.771,41,7.547005
2024-05-01,Brooklyn,1,SBS,B44+,Off-Peak,25276.77,2976,8.490986
2024-05-01,Brooklyn,1,SBS,B44+,Peak,14494.529,1799,8.056688
2024-05-01,Brooklyn,2,SBS,B44+,Off-Peak,6838.766,761,8.983709
2024-05-01,Brooklyn,2,SBS,B44+,Peak,3281.744,350,9.368389
2024-06-01,Brooklyn,1,LCL/LTD,B44+,Off-Peak,201.15,25,7.7660756
2024-06-01,Brooklyn,1,SBS,B44+,Off-Peak,22251.012,2617,8.500098
2024-06-01,Brooklyn,1,SBS,B44+,Peak,12079.721,1450,8.328946
2024-06-01,Brooklyn,2,SBS,B44+,Off-Peak,7541.324,846,8.910674
2024-06-01,Brooklyn,2,SBS,B44+,Peak,3497.065,375,9.317715
2024-07-01,Brooklyn,1,SBS,B44+,Off-Peak,26179.21,2908,9.00226
2024-07-01,Brooklyn,1,SBS,B44+,Peak,13061.389,1499,8.709082
2024-07-01,Brooklyn,2,SBS,B44+,Off-Peak,8236.368,863,9.536961
2024-07-01,Brooklyn,2,SBS,B44+,Peak,3944.999,398,9.896937
2024-08-01,Brooklyn,1,SBS,B44+,Off-Peak,26499.994,2973,8.911446
2024-08-01,Brooklyn,1,SBS,B44+,Peak,13101.869,1506,8.697676
2024-08-01,Brooklyn,2,SBS,B44+,Off-Peak,7730.559,839,9.203969
2024-08-01,Brooklyn,2,SBS,B44+,Peak,3783.941,395,9.560664
2024-09-01,Brooklyn,1,LCL/LTD,B44+,Off-Peak,257.472,31,8.108645
2024-09-01,Brooklyn,1,SBS,B44+,Off-Peak,19923.555,2379,8.373214
2024-09-01,Brooklyn,1,SBS,B44+,Peak,11586.461,1463,7.9143996
2024-09-01,Brooklyn,2,SBS,B44+,Off-Peak,6816.154,764,8.912326
2024-09-01,Brooklyn,2,SBS,B44+,Peak,2991.575,317,9.412401
2024-10-01,Brooklyn,1,LCL/LTD,B44+,Off-Peak,281.61,33,8.498726
2024-10-01,Brooklyn,1,SBS,B44+,Off-Peak,25787.977,2939,8.7720175
2024-10-01,Brooklyn,1,SBS,B44+,Peak,14346.933,1721,8.333136
2024-10-01,Brooklyn,2,SBS,B44+,Off-Peak,6294.724,698,9.015907
2024-10-01,Brooklyn,2,SBS,B44+,Peak,2862.032,305,9.362505
2024-11-01,Brooklyn,1,LCL/LTD,B44+,Off-Peak,221.265,26,8.220541
2024-11-01,Brooklyn,1,SBS,B44+,Off-Peak,21460.639,2480,8.652859
2024-11-01,Brooklyn,1,SBS,B44+,Peak,11907.705,1480,8.045657
2024-11-01,Brooklyn,2,SBS,B44+,Off-Peak,9280.278,1006,9.221058
2024-11-01,Brooklyn,2,SBS,B44+,Peak,4502.895,481,9.355656
2024-12-01,Brooklyn,1,LCL/LTD,B44+,Off-Peak,201.15,23,8.45247
2024-12-01,Brooklyn,1,SBS,B44+,Off-Peak,23243.059,2693,8.628102
2024-12-01,Brooklyn,1,SBS,B44+,Peak,12914.695,1573,8.205646
2024-12-01,Brooklyn,2,SBS,B44+,Off-Peak,8268.613,880,9.396035
2024-12-01,Brooklyn,2,SBS,B44+,Peak,3706.666,386,9.595919
2020-01-01,Brooklyn,1,LCL/LTD,B6,Off-Peak,74574.08,9481,7.8653555
2020-01-01,Brooklyn,1,LCL/LTD,B6,Peak,30970.354,4503,6.876773
2020-01-01,Brooklyn,2,LCL/LTD,B6,Off-Peak,23787.402,2887,8.23919
2020-01-01,Brooklyn,2,LCL/LTD,B6,Peak,9252.903,1182,7.8267994
2020-02-01,Brooklyn,1,LCL/LTD,B6,Off-Peak,65225.914,8361,7.800877
2020-02-01,Brooklyn,1,LCL/LTD,B6,Peak,26993.424,3980,6.781165
2020-02-01,Brooklyn,2,LCL/LTD,B6,Off-Peak,24354.254,2970,8.199126
2020-02-01,Brooklyn,2,LCL/LTD,B6,Peak,9264.096,1175,7.8784757
2020-03-01,Brooklyn,1,LCL/LTD,B6,Off-Peak,69571.22,8475,8.208137
2020-03-01,Brooklyn,1,LCL/LTD,B6,Peak,28530.97,3921,7.2754383
2020-03-01,Brooklyn,2,LCL/LTD,B6,Off-Peak,21029.738,2459,8.54999
2020-03-01,Brooklyn,2,LCL/LTD,B6,Peak,7942.295,962,8.251216
2020-04-01,Brooklyn,2,LCL/LTD,B6,Off-Peak,54332.29,6181,8.790087
2020-04-01,Brooklyn,2,LCL/LTD,B6,Peak,20636.723,2453,8.409671
2020-05-01,Brooklyn,1,LCL/LTD,B6,Off-Peak,31279.924,3604,8.677759
2020-05-01,Brooklyn,1,LCL/LTD,B6,Peak,11646.9375,1411,8.251278
2020-05-01,Brooklyn,2,LCL/LTD,B6,Off-Peak,26433.508,3006,8.791206
2020-05-01,Brooklyn,2,LCL/LTD,B6,Peak,10126.598,1201,8.426039
2020-06-01,Brooklyn,1,LCL/LTD,B6,Off-Peak,67952.766,7929,8.569746
2020-06-01,Brooklyn,1,LCL/LTD,B6,Peak,27884.615,3533,7.8919992
2020-06-01,Brooklyn,2,LCL/LTD,B6,Off-Peak,18328.193,2125,8.621434
2020-06-01,Brooklyn,2,LCL/LTD,B6,Peak,6952.501,832,8.356207
2020-07-01,Brooklyn,1,LCL/LTD,B6,Off-Peak,69981.734,8248,8.484299
2020-07-01,Brooklyn,1,LCL/LTD,B6,Peak,29164.637,3814,7.6453314
2020-07-01,Brooklyn,2,LCL/LTD,B6,Off-Peak,20408.955,2419,8.436374
2020-07-01,Brooklyn,2,LCL/LTD,B6,Peak,7650.307,937,8.15841
2020-08-01,Brooklyn,1,LCL/LTD,B6,Off-Peak,65471.727,7768,8.428058
2020-08-01,Brooklyn,1,LCL/LTD,B6,Peak,27082.812,3562,7.60196
2020-08-01,Brooklyn,2,LCL/LTD,B6,Off-Peak,21661.328,2576,8.407664
2020-08-01,Brooklyn,2,LCL/LTD,B6,Peak,8172.899,1009,8.099745
2020-09-01,Brooklyn,1,LCL/LTD,B6,Off-Peak,63692.57,7563,8.420596
2020-09-01,Brooklyn,1,LCL/LTD,B6,Peak,26590.328,3519,7.5542164
2020-09-01,Brooklyn,2,LCL/LTD,B6,Off-Peak,18058.867,2115,8.538025
2020-09-01,Brooklyn,2,LCL/LTD,B6,Peak,6894.703,852,8.084957
2020-10-01,Brooklyn,1,LCL/LTD,B6,Off-Peak,72206.06,8656,8.341246
2020-10-01,Brooklyn,1,LCL/LTD,B6,Peak,30216.428,4095,7.3783154
2020-10-01,Brooklyn,2,LCL/LTD,B6,Off-Peak,19359.088,2249,8.604865
2020-10-01,Brooklyn,2,LCL/LTD,B6,Peak,7377.4287,901,8.18553
2020-11-01,Brooklyn,1,LCL/LTD,B6,Off-Peak,64882.734,7755,8.366115
2020-11-01,Brooklyn,1,LCL/LTD,B6,Peak,26889.367,3628,7.410356
2020-11-01,Brooklyn,2,LCL/LTD,B6,Off-Peak,20955.156,2466,8.495542
2020-11-01,Brooklyn,2,LCL/LTD,B6,Peak,7919.2417,977,8.101524
2020-12-01,Brooklyn,1,LCL/LTD,B6,Off-Peak,65915.57,7931,8.310758
2020-12-01,Brooklyn,1,LCL/LTD,B6,Peak,27048.996,3621,7.4694023
2020-12-01,Brooklyn,2,LCL/LTD,B6,Off-Peak,19292.938,2262,8.525749
2020-12-01,Brooklyn,2,LCL/LTD,B6,Peak,7334.179,913,8.026551
2021-01-01,Brooklyn,1,LCL/LTD,B6,Off-Peak,60041.957,7022,8.549539
2021-01-01,Brooklyn,1,LCL/LTD,B6,Peak,25235.492,3280,7.6916127
2021-01-01,Brooklyn,2,LCL/LTD,B6,Off-Peak,27302.754,3177,8.592822
2021-01-01,Brooklyn,2,LCL/LTD,B6,Peak,10451.361,1273,8.208661
2021-02-01,Brooklyn,1,LCL/LTD,B6,Off-Peak,52029.566,6325,8.224814
2021-02-01,Brooklyn,1,LCL/LTD,B6,Peak,21045.7,2876,7.3152595
2021-02-01,Brooklyn,2,LCL/LTD,B6,Off-Peak,20041.486,2353,8.515007
2021-02-01,Brooklyn,2,LCL/LTD,B6,Peak,7558.641,935,8.078177
2021-03-01,Brooklyn,1,LCL/LTD,B6,Off-Peak,75470.52,9090,8.302363
2021-03-01,Brooklyn,1,LCL/LTD,B6,Peak,31383.402,4289,7.3171167
2021-03-01,Brooklyn,2,LCL/LTD,B6,Off-Peak,17578.365,2062,8.520989
2021-03-01,Brooklyn,2,LCL/LTD,B6,Peak,6718.569,825,8.135371
2021-04-01,Brooklyn,1,LCL/LTD,B6,Off-Peak,74254.49,9082,8.175263
2021-04-01,Brooklyn,1,LCL/LTD,B6,Peak,31773.771,4368,7.272689
2021-04-01,Brooklyn,2,LCL/LTD,B6,Off-Peak,17628.28,2092,8.4248495
2021-04-01,Brooklyn,2,LCL/LTD,B6,Peak,6835.9688,840,8.131468
2021-05-01,Brooklyn,1,LCL/LTD,B6,Off-Peak,63395.68,7829,8.097424
2021-05-01,Brooklyn,1,LCL/LTD,B6,Peak,27018.256,3744,7.215953
2021-05-01,Brooklyn,2,LCL/LTD,B6,Off-Peak,21227.617,2538,8.362285
2021-05-01,Brooklyn,2,LCL/LTD,B6,Peak,7888.228,975,8.09022
2021-06-01,Brooklyn,1,LCL/LTD,B6,Off-Peak,69572.63,8603,8.086881
2021-06-01,Brooklyn,1,LCL/LTD,B6,Peak,29396.889,4075,7.2128444
2021-06-01,Brooklyn,2,LCL/LTD,B6,Off-Peak,15859.265,1928,8.222347
2021-06-01,Brooklyn,2,LCL/LTD,B6,Peak,6000.292,750,8.000004
2021-07-01,Brooklyn,1,LCL/LTD,B6,Off-Peak,62945.91,7579,8.304276
2021-07-01,Brooklyn,1,LCL/LTD,B6,Peak,26628.713,3558,7.483304
2021-07-01,Brooklyn,2,LCL/LTD,B6,Off-Peak,22253.725,2652,8.391256
2021-07-01,Brooklyn,2,LCL/LTD,B6,Peak,8452.422,1035,8.160912
2021-08-01,Brooklyn,1,LCL/LTD,B6,Off-Peak,66825.336,8089,8.261124
2021-08-01,Brooklyn,1,LCL/LTD,B6,Peak,27415.31,3673,7.4637923
2021-08-01,Brooklyn,2,LCL/LTD,B6,Off-Peak,17795.285,2151,8.26968
2021-08-01,Brooklyn,2,LCL/LTD,B6,Peak,6803.192,848,8.013845
2021-09-01,Brooklyn,1,LCL/LTD,B6,Off-Peak,65828.805,8343,7.889768
2021-09-01,Brooklyn,1,LCL/LTD,B6,Peak,26840.023,3790,7.0805717
2021-09-01,Brooklyn,2,LCL/LTD,B6,Off-Peak,18457.48,2313,7.9771986
2021-09-01,Brooklyn,2,LCL/LTD,B6,Peak,7033.018,907,7.752687
2021-10-01,Brooklyn,1,LCL/LTD,B6,Off-Peak,65308.81,8506,7.6777678
2021-10-01,Brooklyn,1,LCL/LTD,B6,Peak,26652.076,3981,6.6931496
2021-10-01,Brooklyn,2,LCL/LTD,B6,Off-Peak,21051.914,2593,8.117184
2021-10-01,Brooklyn,2,LCL/LTD,B6,Peak,8034.239,1026,7.8232737
2021-11-01,Brooklyn,1,LCL/LTD,B6,Off-Peak,65796.41,8415,7.8182473
2021-11-01,Brooklyn,1,LCL/LTD,B6,Peak,26019.863,3843,6.769449
2021-11-01,Brooklyn,2,LCL/LTD,B6,Off-Peak,18704.795,2265,8.256887
2021-11-01,Brooklyn,2,LCL/LTD,B6,Peak,7134.6777,896,7.954943
2021-12-01,Brooklyn,1,LCL/LTD,B6,Off-Peak,63845.15,8110,7.871965
2021-12-01,Brooklyn,1,LCL/LTD,B6,Peak,25271.65,3620,6.980891
2021-12-01,Brooklyn,2,LCL/LTD,B6,Off-Peak,18509.596,2265,8.171018
2021-12-01,Brooklyn,2,LCL/LTD,B6,Peak,7150.3857,904,7.9032593
2022-01-01,Brooklyn,1,LCL/LTD,B6,Off-Peak,58920.47,7372,7.992228
2022-01-01,Brooklyn,1,LCL/LTD,B6,Peak,24243.805,3432,7.062116
2022-01-01,Brooklyn,2,LCL/LTD,B6,Off-Peak,20789.904,2518,8.254276
2022-01-01,Brooklyn,2,LCL/LTD,B6,Peak,7960.071,1030,7.7219806
2022-02-01,Brooklyn,1,LCL/LTD,B6,Off-Peak,61279.605,7764,7.8917904
2022-02-01,Brooklyn,1,LCL/LTD,B6,Peak,24654.969,3580,6.8868265
2022-02-01,Brooklyn,2,LCL/LTD,B6,Off-Peak,20143.738,2424,8.308113
2022-02-01,Brooklyn,2,LCL/LTD,B6,Peak,7716.4707,972,7.9317427
2022-03-01,Brooklyn,1,LCL/LTD,B6,Off-Peak,75504.3,9692,7.79034
2022-03-01,Brooklyn,1,LCL/LTD,B6,Peak,31388.201,4564,6.877199
2022-03-01,Brooklyn,2,LCL/LTD,B6,Off-Peak,17504.434,2130,8.217046
