month,borough,day_type,trip_type,route_id,period,total_mileage,total_operating_time,average_speed
2022-03-01,Brooklyn,2,LCL/LTD,B6,Peak,6751.513,853,7.90955
2022-04-01,Brooklyn,1,LCL/LTD,B6,Off-Peak,68208.984,8701,7.8390775
2022-04-01,Brooklyn,1,LCL/LTD,B6,Peak,28142.562,4035,6.9743767
2022-04-01,Brooklyn,2,LCL/LTD,B6,Off-Peak,18977.44,2327,8.154402
2022-04-01,Brooklyn,2,LCL/LTD,B6,Peak,7300.13,924,7.8921084
2022-05-01,Brooklyn,1,LCL/LTD,B6,Off-Peak,67393.83,8711,7.736067
2022-05-01,Brooklyn,1,LCL/LTD,B6,Peak,27985.576,4116,6.799106
2022-05-01,Brooklyn,2,LCL/LTD,B6,Off-Peak,19437.533,2435,7.9814563
2022-05-01,Brooklyn,2,LCL/LTD,B6,Peak,7400.801,960,7.7042007
2022-06-01,Brooklyn,1,LCL/LTD,B6,Off-Peak,70218.516,8960,7.836232
2022-06-01,Brooklyn,1,LCL/LTD,B6,Peak,29005.225,4132,7.019105
2022-06-01,Brooklyn,2,LCL/LTD,B6,Off-Peak,16599.725,2095,7.9208975
2022-06-01,Brooklyn,2,LCL/LTD,B6,Peak,6437.883,834,7.7175207
2022-07-01,Brooklyn,1,LCL/LTD,B6,Off-Peak,62770.01,7662,8.1920395
2022-07-01,Brooklyn,1,LCL/LTD,B6,Peak,26387.207,3554,7.423861
2022-07-01,Brooklyn,2,LCL/LTD,B6,Off-Peak,24537.287,3006,8.160094
2022-07-01,Brooklyn,2,LCL/LTD,B6,Peak,9471.544,1188,7.9722347
2022-08-01,Brooklyn,1,LCL/LTD,B6,Off-Peak,72504.805,8887,8.158211
2022-08-01,Brooklyn,1,LCL/LTD,B6,Peak,30185.188,4073,7.410503
2022-08-01,Brooklyn,2,LCL/LTD,B6,Off-Peak,17376.617,2140,8.11735
2022-08-01,Brooklyn,2,LCL/LTD,B6,Peak,6558.895,826,7.9330063
2022-09-01,Brooklyn,1,LCL/LTD,B6,Off-Peak,61234.812,8025,7.6297174
2022-09-01,Brooklyn,1,LCL/LTD,B6,Peak,25303.426,3739,6.765632
2022-09-01,Brooklyn,2,LCL/LTD,B6,Off-Peak,18513.875,2316,7.9920955
2022-09-01,Brooklyn,2,LCL/LTD,B6,Peak,7175.514,926,7.7432933
2022-10-01,Brooklyn,1,LCL/LTD,B6,Off-Peak,68874.36,8955,7.690692
2022-10-01,Brooklyn,1,LCL/LTD,B6,Peak,28254.297,4146,6.813819
2022-10-01,Brooklyn,2,LCL/LTD,B6,Off-Peak,20228.26,2545,7.9469123
2022-10-01,Brooklyn,2,LCL/LTD,B6,Peak,7484.5337,980,7.6363077
2022-11-01,Brooklyn,1,LCL/LTD,B6,Off-Peak,64449.95,8288,7.7754974
2022-11-01,Brooklyn,1,LCL/LTD,B6,Peak,26838.248,3964,6.7690506
2022-11-01,Brooklyn,2,LCL/LTD,B6,Off-Peak,21093.748,2624,8.036173
2022-11-01,Brooklyn,2,LCL/LTD,B6,Peak,8283.476,1075,7.698503
2022-12-01,Brooklyn,1,LCL/LTD,B6,Off-Peak,67335.73,8663,7.772356
2022-12-01,Brooklyn,1,LCL/LTD,B6,Peak,27605.537,4014,6.8767014
2022-12-01,Brooklyn,2,LCL/LTD,B6,Off-Peak,21879.045,2672,8.188256
2022-12-01,Brooklyn,2,LCL/LTD,B6,Peak,8375.703,1068,7.8357377
2023-01-01,Brooklyn,1,LCL/LTD,B6,Off-Peak,68506.99,8610,7.9558535
2023-01-01,Brooklyn,1,LCL/LTD,B6,Peak,28873.27,4102,7.0374947
2023-01-01,Brooklyn,2,LCL/LTD,B6,Off-Peak,24518.57,2973,8.24595
2023-01-01,Brooklyn,2,LCL/LTD,B6,Peak,9582.159,1227,7.8047843
2023-02-01,Brooklyn,1,LCL/LTD,B6,Off-Peak,62719.37,7960,7.8784056
2023-02-01,Brooklyn,1,LCL/LTD,B6,Peak,26228.777,3780,6.937783
2023-02-01,Brooklyn,2,LCL/LTD,B6,Off-Peak,20553.541,2509,8.191228
2023-02-01,Brooklyn,2,LCL/LTD,B6,Peak,7908.21,1013,7.7993913
2023-03-01,Brooklyn,1,LCL/LTD,B6,Off-Peak,77847.62,10073,7.7282715
2023-03-01,Brooklyn,1,LCL/LTD,B6,Peak,32726.762,4771,6.8581543
2023-03-01,Brooklyn,2,LCL/LTD,B6,Off-Peak,17813.451,2217,8.033843
2023-03-01,Brooklyn,2,LCL/LTD,B6,Peak,6778.743,874,7.747838
2023-04-01,Brooklyn,1,LCL/LTD,B6,Off-Peak,66471.055,8357,7.953237
2023-04-01,Brooklyn,1,LCL/LTD,B6,Peak,27234.371,3791,7.1827397
2023-04-01,Brooklyn,2,LCL/LTD,B6,Off-Peak,21722.35,2693,8.06439
2023-04-01,Brooklyn,2,LCL/LTD,B6,Peak,8341.354,1066,7.8248467
2023-05-01,Brooklyn,1,LCL/LTD,B6,Off-Peak,73618.664,9576,7.6875935
2023-05-01,Brooklyn,1,LCL/LTD,B6,Peak,30603.145,4491,6.8128176
2023-05-01,Brooklyn,2,LCL/LTD,B6,Off-Peak,17764.617,2259,7.8611016
2023-05-01,Brooklyn,2,LCL/LTD,B6,Peak,6762.135,889,7.5991735
2023-06-01,Brooklyn,1,LCL/LTD,B6,Off-Peak,71924.305,9222,7.799205
2023-06-01,Brooklyn,1,LCL/LTD,B6,Peak,29781.201,4225,7.0475955
2023-06-01,Brooklyn,2,LCL/LTD,B6,Off-Peak,16976.53,2144,7.9158053
2023-06-01,Brooklyn,2,LCL/LTD,B6,Peak,6316.7407,819,7.709007
2023-07-01,Brooklyn,1,LCL/LTD,B6,Off-Peak,59815.92,7327,8.163318
2023-07-01,Brooklyn,1,LCL/LTD,B6,Peak,24772.145,3341,7.4137983
2023-07-01,Brooklyn,2,LCL/LTD,B6,Off-Peak,23970.88,2954,8.1132
2023-07-01,Brooklyn,2,LCL/LTD,B6,Peak,9262.626,1175,7.882264
2023-08-01,Brooklyn,1,LCL/LTD,B6,Off-Peak,71767.27,8800,8.15528
2023-08-01,Brooklyn,1,LCL/LTD,B6,Peak,30053.785,4016,7.481654
2023-08-01,Brooklyn,2,LCL/LTD,B6,Off-Peak,17338.8,2149,8.066394
2023-08-01,Brooklyn,2,LCL/LTD,B6,Peak,6649.83,848,7.8354383
2023-09-01,Brooklyn,1,LCL/LTD,B6,Off-Peak,57776.12,7724,7.479423
2023-09-01,Brooklyn,1,LCL/LTD,B6,Peak,24112.107,3619,6.6623597
2023-09-01,Brooklyn,2,LCL/LTD,B6,Off-Peak,21363.97,2671,7.9974318
2023-09-01,Brooklyn,2,LCL/LTD,B6,Peak,8121.314,1051,7.72114
2023-10-01,Brooklyn,1,LCL/LTD,B6,Off-Peak,69234.66,9061,7.6404896
2023-10-01,Brooklyn,1,LCL/LTD,B6,Peak,29093.002,4292,6.777205
2023-10-01,Brooklyn,2,LCL/LTD,B6,Off-Peak,18207.871,2292,7.9424987
2023-10-01,Brooklyn,2,LCL/LTD,B6,Peak,6812.663,894,7.6160693
2023-11-01,Brooklyn,1,LCL/LTD,B6,Off-Peak,66501.875,8693,7.649473
2023-11-01,Brooklyn,1,LCL/LTD,B6,Peak,26715.2,3990,6.6938777
2023-11-01,Brooklyn,2,LCL/LTD,B6,Off-Peak,18674.305,2354,7.9301944
2023-11-01,Brooklyn,2,LCL/LTD,B6,Peak,7183.714,946,7.5914707
2023-12-01,Brooklyn,1,LCL/LTD,B6,Off-Peak,62542.11,8147,7.676588
2023-12-01,Brooklyn,1,LCL/LTD,B6,Peak,25865.383,3772,6.8568506
2023-12-01,Brooklyn,2,LCL/LTD,B6,Off-Peak,22367.414,2821,7.927246
2023-12-01,Brooklyn,2,LCL/LTD,B6,Peak,8521.193,1128,7.5523095
2024-01-01,Brooklyn,1,LCL/LTD,B6,Off-Peak,69617.94,8838,7.876319
2024-01-01,Brooklyn,1,LCL/LTD,B6,Peak,28611.33,4099,6.9794574
2024-01-01,Brooklyn,2,LCL/LTD,B6,Off-Peak,22153.863,2721,8.140635
2024-01-01,Brooklyn,2,LCL/LTD,B6,Peak,8569.172,1097,7.8075695
2024-02-01,Brooklyn,1,LCL/LTD,B6,Off-Peak,64496.363,8230,7.835976
2024-02-01,Brooklyn,1,LCL/LTD,B6,Peak,26193.662,3798,6.8958426
2024-02-01,Brooklyn,2,LCL/LTD,B6,Off-Peak,19075.352,2379,8.016732
2024-02-01,Brooklyn,2,LCL/LTD,B6,Peak,7198.459,934,7.698914
2024-03-01,Brooklyn,1,LCL/LTD,B6,Off-Peak,69665.42,9055,7.693522
2024-03-01,Brooklyn,1,LCL/LTD,B6,Peak,28920.39,4227,6.841295
2024-03-01,Brooklyn,2,LCL/LTD,B6,Off-Peak,21206.297,2683,7.9024973
2024-03-01,Brooklyn,2,LCL/LTD,B6,Peak,8183.63,1060,7.713137
2024-04-01,Brooklyn,1,LCL/LTD,B6,Off-Peak,71059.984,9060,7.8431697
2024-04-01,Brooklyn,1,LCL/LTD,B6,Peak,29912.654,4227,7.0755844
2024-04-01,Brooklyn,2,LCL/LTD,B6,Off-Peak,17125.736,2157,7.936649
2024-04-01,Brooklyn,2,LCL/LTD,B6,Peak,6486.32,843,7.6920156
2024-05-01,Brooklyn,1,LCL/LTD,B6,Off-Peak,73105.89,9653,7.573247
2024-05-01,Brooklyn,1,LCL/LTD,B6,Peak,30725.709,4513,6.8082232
2024-05-01,Brooklyn,2,LCL/LTD,B6,Off-Peak,17055.791,2180,7.8213396
2024-05-01,Brooklyn,2,LCL/LTD,B6,Peak,6755.056,889,7.597477
2024-06-01,Brooklyn,1,LCL/LTD,B6,Off-Peak,65506.06,8489,7.71569
2024-06-01,Brooklyn,1,LCL/LTD,B6,Peak,27378.469,3854,7.102491
2024-06-01,Brooklyn,2,LCL/LTD,B6,Off-Peak,20680.762,2657,7.782439
2024-06-01,Brooklyn,2,LCL/LTD,B6,Peak,8145.8228,1071,7.603363
2024-07-01,Brooklyn,1,LCL/LTD,B6,Off-Peak,66996.3,8296,8.074925
2024-07-01,Brooklyn,1,LCL/LTD,B6,Peak,28532.271,3862,7.3877907
2024-07-01,Brooklyn,2,LCL/LTD,B6,Off-Peak,20164.996,2503,8.05317
2024-07-01,Brooklyn,2,LCL/LTD,B6,Peak,7841.91,993,7.8951826
2024-08-01,Brooklyn,1,LCL/LTD,B6,Off-Peak,67746.23,8346,8.116699
2024-08-01,Brooklyn,1,LCL/LTD,B6,Peak,28599.703,3814,7.4973764
2024-08-01,Brooklyn,2,LCL/LTD,B6,Off-Peak,19938.516,2474,8.056677
2024-08-01,Brooklyn,2,LCL/LTD,B6,Peak,7705.08,983,7.8368125
2024-09-01,Brooklyn,1,LCL/LTD,B6,Off-Peak,66814.94,8857,7.543156
2024-09-01,Brooklyn,1,LCL/LTD,B6,Peak,27035.557,4052,6.6720214
2024-09-01,Brooklyn,2,LCL/LTD,B6,Off-Peak,20586.754,2641,7.7931
2024-09-01,Brooklyn,2,LCL/LTD,B6,Peak,7995.931,1061,7.5351286
2024-10-01,Brooklyn,1,LCL/LTD,B6,Off-Peak,76136.93,9884,7.7028093
2024-10-01,Brooklyn,1,LCL/LTD,B6,Peak,31297.229,4555,6.8707957
2024-10-01,Brooklyn,2,LCL/LTD,B6,Off-Peak,16331.133,2073,7.877905
2024-10-01,Brooklyn,2,LCL/LTD,B6,Peak,6464.809,853,7.5713615
2024-11-01,Brooklyn,1,LCL/LTD,B6,Off-Peak,60845.684,7993,7.612132
2024-11-01,Brooklyn,1,LCL/LTD,B6,Peak,24634.404,3697,6.661954
2024-11-01,Brooklyn,2,LCL/LTD,B6,Off-Peak,23881.977,3009,7.936422
2024-11-01,Brooklyn,2,LCL/LTD,B6,Peak,9460.491,1247,7.580908
2024-12-01,Brooklyn,1,LCL/LTD,B6,Off-Peak,66938.16,8702,7.691789
2024-12-01,Brooklyn,1,LCL/LTD,B6,Peak,27251.076,3981,6.8445125
2024-12-01,Brooklyn,2,LCL/LTD,B6,Off-Peak,19848.582,2501,7.9338403
2024-12-01,Brooklyn,2,LCL/LTD,B6,Peak,7659.075,1010,7.5770993
